filepath,label,parent_id
raw/clean/basalte/basalte_0063.png,basalte,basalte_0063
raw/clean/basalte/basalte_0049.jpg,basalte,basalte_0049
raw/clean/basalte/basalte_0030.jpg,basalte,basalte_0030
raw/clean/basalte/basalte_0026.jpg,basalte,basalte_0026
raw/clean/basalte/basalte_0008.jpg,basalte,basalte_0008
raw/clean/basalte/basalte_0047.jpg,basalte,basalte_0047
raw/clean/basalte/basalte_0058.png,basalte,basalte_0058
raw/clean/basalte/basalte_0032.jpg,basalte,basalte_0032
raw/clean/basalte/basalte_0017.png,basalte,basalte_0017
raw/clean/basalte/basalte_0050.jpeg,basalte,basalte_0050
raw/clean/basalte/basalte_0010.jpg,basalte,basalte_0010
raw/clean/basalte/basalte_0034.jpg,basalte,basalte_0034
raw/clean/basalte/basalte_0034_1.jpg,basalte,basalte_0034
raw/clean/basalte/basalte_0034_2.jpg,basalte,basalte_0034
raw/clean/basalte/basalte_0034_3.jpg,basalte,basalte_0034
raw/clean/basalte/basalte_0034_4.jpg,basalte,basalte_0034
raw/clean/basalte/basalte_0031.jpg,basalte,basalte_0031
raw/clean/basalte/basalte_0021.jpg,basalte,basalte_0021
raw/clean/basalte/basalte_0019.jpg,basalte,basalte_0019
raw/clean/basalte/basalte_0054.jpg,basalte,basalte_0054
raw/clean/basalte/basalte_0024.jpg,basalte,basalte_0024
raw/clean/basalte/basalte_0046.jpg,basalte,basalte_0046
raw/clean/basalte/basalte_0045.jpg,basalte,basalte_0045
raw/clean/basalte/basalte_0061.png,basalte,basalte_0061
raw/clean/basalte/basalte_0020.jpg,basalte,basalte_0020
raw/clean/basalte/basalte_0023.jpg,basalte,basalte_0023
raw/clean/basalte/basalte_0012.jpg,basalte,basalte_0012
raw/clean/basalte/basalte_0040.jpg,basalte,basalte_0040
raw/clean/basalte/basalte_0043.jpg,basalte,basalte_0043
raw/clean/basalte/basalte_0052.jpg,basalte,basalte_0052
raw/clean/basalte/basalte_0065.jpg,basalte,basalte_0065
raw/clean/basalte/basalte_0041.jpg,basalte,basalte_0041
raw/clean/basalte/basalte_0025.jpg,basalte,basalte_0025
raw/clean/basalte/basalte_0059.png,basalte,basalte_0059
raw/clean/basalte/basalte_0005.jpg,basalte,basalte_0005
raw/clean/basalte/basalte_0037.jpg,basalte,basalte_0037
raw/clean/basalte/basalte_0022.jpg,basalte,basalte_0022
raw/clean/basalte/basalte_0053.jpg,basalte,basalte_0053
raw/clean/basalte/basalte_0011.jpg,basalte,basalte_0011
raw/clean/basalte/basalte_0011_1.jpg,basalte,basalte_0011
raw/clean/basalte/basalte_0011_2.jpg,basalte,basalte_0011
raw/clean/basalte/basalte_0001.jpg,basalte,basalte_0001
raw/clean/basalte/basalte_0018.jpg,basalte,basalte_0018
raw/clean/basalte/basalte_0029.jpg,basalte,basalte_0029
raw/clean/basalte/basalte_0057.jpg,basalte,basalte_0057
raw/clean/basalte/basalte_0027.jpg,basalte,basalte_0027
raw/clean/basalte/basalte_0056.png,basalte,basalte_0056
raw/clean/basalte/basalte_0042.jpg,basalte,basalte_0042
raw/clean/basalte/basalte_0013.jpg,basalte,basalte_0013
raw/clean/basalte/basalte_0013_1.jpg,basalte,basalte_0013
raw/clean/basalte/basalte_0013_2.jpg,basalte,basalte_0013
raw/clean/basalte/basalte_0013_3.jpg,basalte,basalte_0013
raw/clean/basalte/basalte_0064.jpg,basalte,basalte_0064
raw/clean/basalte/basalte_0051.jpg,basalte,basalte_0051
raw/clean/basalte/basalte_0039.jpg,basalte,basalte_0039
raw/clean/calcaire/calcaire_0023.png,calcaire,calcaire_0023
raw/clean/calcaire/calcaire_0019.png,calcaire,calcaire_0019
raw/clean/calcaire/calcaire_0011.png,calcaire,calcaire_0011
raw/clean/calcaire/calcaire_0051.jpg,calcaire,calcaire_0051
raw/clean/calcaire/calcaire_0075.jpg,calcaire,calcaire_0075
raw/clean/calcaire/calcaire_0020.png,calcaire,calcaire_0020
raw/clean/calcaire/calcaire_0007.png,calcaire,calcaire_0007
raw/clean/calcaire/calcaire_0031.png,calcaire,calcaire_0031
raw/clean/calcaire/calcaire_0024.png,calcaire,calcaire_0024
raw/clean/calcaire/calcaire_0001.png,calcaire,calcaire_0001
raw/clean/calcaire/calcaire_0071.jpg,calcaire,calcaire_0071
raw/clean/calcaire/calcaire_0068.jpg,calcaire,calcaire_0068
raw/clean/calcaire/calcaire_0076.jpg,calcaire,calcaire_0076
raw/clean/calcaire/calcaire_0039.jpg,calcaire,calcaire_0039
raw/clean/calcaire/calcaire_0038.jpg,calcaire,calcaire_0038
raw/clean/calcaire/calcaire_0033.png,calcaire,calcaire_0033
raw/clean/calcaire/calcaire_0079.jpg,calcaire,calcaire_0079
raw/clean/calcaire/calcaire_0061.jpg,calcaire,calcaire_0061
raw/clean/calcaire/calcaire_0042.jpg,calcaire,calcaire_0042
raw/clean/calcaire/calcaire_0006.png,calcaire,calcaire_0006
raw/clean/calcaire/calcaire_0043.jpg,calcaire,calcaire_0043
raw/clean/calcaire/calcaire_0029.png,calcaire,calcaire_0029
raw/clean/calcaire/calcaire_0052.jpg,calcaire,calcaire_0052
raw/clean/calcaire/calcaire_0002.png,calcaire,calcaire_0002
raw/clean/calcaire/calcaire_0025.png,calcaire,calcaire_0025
raw/clean/calcaire/calcaire_0053.jpg,calcaire,calcaire_0053
raw/clean/calcaire/calcaire_0070.jpg,calcaire,calcaire_0070
raw/clean/calcaire/calcaire_0034_1.jpg,calcaire,calcaire_0034
raw/clean/calcaire/calcaire_0034_2.jpg,calcaire,calcaire_0034
raw/clean/calcaire/calcaire_0034_3.jpg,calcaire,calcaire_0034
raw/clean/calcaire/calcaire_0034_4.jpg,calcaire,calcaire_0034
raw/clean/calcaire/calcaire_0072.jpg,calcaire,calcaire_0072
raw/clean/calcaire/calcaire_0008.png,calcaire,calcaire_0008
raw/clean/calcaire/calcaire_0012.png,calcaire,calcaire_0012
raw/clean/calcaire/calcaire_0040.jpg,calcaire,calcaire_0040
raw/clean/calcaire/calcaire_0028.png,calcaire,calcaire_0028
raw/clean/calcaire/calcaire_0057.jpg,calcaire,calcaire_0057
raw/clean/calcaire/calcaire_0016.png,calcaire,calcaire_0016
raw/clean/calcaire/calcaire_0009.png,calcaire,calcaire_0009
raw/clean/calcaire/calcaire_0017.png,calcaire,calcaire_0017
raw/clean/calcaire/calcaire_0069.jpg,calcaire,calcaire_0069
raw/clean/calcaire/calcaire_0030.png,calcaire,calcaire_0030
raw/clean/calcaire/calcaire_0073.jpg,calcaire,calcaire_0073
raw/clean/calcaire/calcaire_0067.jpg,calcaire,calcaire_0067
raw/clean/calcaire/calcaire_0062.jpg,calcaire,calcaire_0062
raw/clean/calcaire/calcaire_0064.jpg,calcaire,calcaire_0064
raw/clean/calcaire/calcaire_0037.jpg,calcaire,calcaire_0037
raw/clean/calcaire/calcaire_0014.png,calcaire,calcaire_0014
raw/clean/calcaire/calcaire_0005.png,calcaire,calcaire_0005
raw/clean/calcaire/calcaire_0063.jpg,calcaire,calcaire_0063
raw/clean/calcaire/calcaire_0026.png,calcaire,calcaire_0026
raw/clean/calcaire/calcaire_0056.jpg,calcaire,calcaire_0056
raw/clean/calcaire/calcaire_0003.png,calcaire,calcaire_0003
raw/clean/calcaire/calcaire_0058.jpg,calcaire,calcaire_0058
raw/clean/calcaire/calcaire_0004.png,calcaire,calcaire_0004
raw/clean/calcaire/calcaire_0055.jpg,calcaire,calcaire_0055
raw/clean/calcaire/calcaire_0050.jpg,calcaire,calcaire_0050
raw/clean/calcaire/calcaire_0054.jpeg,calcaire,calcaire_0054
raw/clean/granite/granite_0049.jpg,granite,granite_0049
raw/clean/granite/granite_0050.jpg,granite,granite_0050
raw/clean/granite/granite_0050_1.jpg,granite,granite_0050
raw/clean/granite/granite_0050_2.jpg,granite,granite_0050
raw/clean/granite/granite_0050_3.jpg,granite,granite_0050
raw/clean/granite/granite_0050_4.jpg,granite,granite_0050
raw/clean/granite/granite_0010.jpg,granite,granite_0010
raw/clean/granite/granite_0044.jpg,granite,granite_0044
raw/clean/granite/granite_0053.jpg,granite,granite_0053
raw/clean/granite/granite_0071.jpg,granite,granite_0071
raw/clean/granite/granite_0007.jpg,granite,granite_0007
raw/clean/granite/granite_0038.jpg,granite,granite_0038
raw/clean/granite/granite_0041.jpg,granite,granite_0041
raw/clean/granite/granite_0025.jpg,granite,granite_0025
raw/clean/granite/granite_0068.jpg,granite,granite_0068
raw/clean/granite/granite_0030.jpg,granite,granite_0030
raw/clean/granite/granite_0029.jpg,granite,granite_0029
raw/clean/granite/granite_0064.jpg,granite,granite_0064
raw/clean/granite/granite_0033.jpeg,granite,granite_0033
raw/clean/granite/granite_0027.jpg,granite,granite_0027
raw/clean/granite/granite_0075.jpg,granite,granite_0075
raw/clean/granite/granite_0018.jpg,granite,granite_0018
raw/clean/granite/granite_0019.jpg,granite,granite_0019
raw/clean/granite/granite_0066.jpg,granite,granite_0066
raw/clean/granite/granite_0040.jpg,granite,granite_0040
raw/clean/granite/granite_0003.jpg,granite,granite_0003
